,Unnamed: 0,location,total_sqft,bath,price,bhk
1550,1862,Domlur,640.0,1.0,55.0,1.0
1551,1863,Domlur,1050.0,2.0,85.0,2.0
1552,1864,Domlur,1800.0,3.0,150.0,3.0
1553,1865,Domlur,1720.0,3.0,135.0,3.0
1554,1866,Domlur,1950.0,3.0,165.0,3.0
1555,1867,Domlur,2180.0,3.0,285.0,3.0
1556,1868,Domlur,650.0,1.0,70.0,1.0
1557,1869,Domlur,780.0,1.0,70.0,1.0
1558,1870,Domlur,2180.0,3.0,285.0,3.0
1559,1871,Domlur,1740.0,3.0,120.0,3.0
1560,1872,Domlur,1695.0,3.0,125.0,3.0
1561,1873,Domlur,1246.0,2.0,95.0,2.0
1562,1874,Domlur,2100.0,3.0,145.0,3.0
1563,1875,Domlur,1276.0,2.0,80.0,2.0
1564,1876,Domlur,1850.0,3.0,180.0,3.0
1565,1877,Domlur,2955.0,3.0,235.0,3.0
1566,1878,Domlur,1650.0,3.0,180.0,3.0
1567,1879,Dommasandra,805.0,2.0,22.14,2.0
1568,1881,Dommasandra,1267.0,3.0,56.0,3.0
1569,1882,Dommasandra,1200.0,2.0,50.0,2.0
1570,1883,Dommasandra,2700.0,4.0,68.0,4.0
1571,1885,Dommasandra,1153.0,2.0,43.5,2.0
1572,1886,Dommasandra,1500.0,2.0,40.0,2.0
1573,1887,Dommasandra,1090.0,2.0,43.5,2.0
1574,1888,Dommasandra,850.0,2.0,25.4,2.0
1575,1889,Dommasandra,674.0,2.0,19.9,2.0
1576,1890,Dommasandra,999.0,2.0,32.9,2.0
1577,1891,EPIP Zone,1499.0,3.0,102.0,3.0
1578,1892,EPIP Zone,1285.0,2.0,82.0,2.0
1579,1893,EPIP Zone,2330.0,3.0,162.0,3.0
1580,1894,EPIP Zone,1330.0,2.0,92.5,2.0
1581,1895,EPIP Zone,1330.0,2.0,86.98,2.0
1582,1896,EPIP Zone,1330.0,2.0,93.36,2.0
1583,1898,EPIP Zone,1500.0,3.0,102.0,3.0
1584,1899,EPIP Zone,1280.0,2.0,69.0,2.0
1585,1900,EPIP Zone,1125.0,2.0,65.0,2.0
1586,1901,EPIP Zone,1734.0,3.0,125.0,3.0
1587,1903,EPIP Zone,1343.0,2.0,86.0,2.0
1588,1904,EPIP Zone,2350.0,3.0,163.0,3.0
1589,1905,EPIP Zone,1860.0,3.0,130.0,3.0
1590,1906,EPIP Zone,2210.0,3.0,165.0,3.0
1591,1907,EPIP Zone,2710.0,3.0,177.0,3.0
1592,1910,Electronic City,1025.0,3.0,47.0,3.0
1593,1913,Electronic City,1500.0,3.0,64.5,3.0
1594,1914,Electronic City,1060.0,2.0,60.0,2.0
1595,1915,Electronic City,1152.0,2.0,64.5,2.0
1596,1917,Electronic City,770.0,2.0,36.0,2.0
1597,1918,Electronic City,1070.0,2.0,52.0,2.0
1598,1919,Electronic City,1025.0,2.0,46.0,2.0
1599,1920,Electronic City,589.0,1.0,27.0,1.0
1600,1922,Electronic City,910.0,2.0,40.0,2.0
1601,1923,Electronic City,1108.0,2.0,63.0,2.0
1602,1924,Electronic City,1128.0,2.0,65.0,2.0
1603,1925,Electronic City,1800.0,3.0,95.0,3.0
1604,1926,Electronic City,630.0,1.0,34.65,1.0
1605,1927,Electronic City,1128.0,2.0,63.0,2.0
1606,1928,Electronic City,1599.0,3.0,99.0,3.0
1607,1931,Electronic City,1070.0,2.0,55.0,2.0
1608,1932,Electronic City,940.0,2.0,41.0,2.0
1609,1934,Electronic City,1128.0,2.0,68.75,2.0
1610,1935,Electronic City,1342.0,2.0,73.3,2.0
1611,1936,Electronic City,1360.0,3.0,71.0,3.0
1612,1938,Electronic City,1265.0,2.0,56.93,2.0
1613,1939,Electronic City,1691.0,3.0,102.0,3.0
1614,1940,Electronic City,1128.0,2.0,65.49,2.0
1615,1943,Electronic City,1070.0,2.0,56.1,2.0
1616,1944,Electronic City,2000.0,4.0,120.0,4.0
1617,1945,Electronic City,890.0,2.0,45.0,2.0
1618,1946,Electronic City,1128.0,2.0,65.65,2.0
1619,1947,Electronic City,865.0,2.0,42.0,2.0
1620,1949,Electronic City,910.0,2.0,42.0,2.0
1621,1951,Electronic City,1360.0,3.0,75.0,3.0
1622,1952,Electronic City,770.0,2.0,40.0,2.0
1623,1953,Electronic City,1128.0,2.0,64.0,2.0
1624,1954,Electronic City,1070.0,2.0,54.0,2.0
1625,1956,Electronic City,1571.0,3.0,89.0,3.0
1626,1957,Electronic City,1111.0,3.0,50.0,3.0
1627,1958,Electronic City,870.0,2.0,39.5,2.0
1628,1960,Electronic City,1374.0,3.0,72.0,3.0
1629,1962,Electronic City,1128.0,2.0,65.35,2.0
1630,1963,Electronic City,1128.0,2.0,65.0,2.0
1631,1964,Electronic City,755.0,2.0,34.0,2.0
1632,1968,Electronic City,1563.0,3.0,91.84,3.0
1633,1969,Electronic City,1652.0,3.0,70.0,3.0
1634,1971,Electronic City,1025.0,2.0,54.5,2.0
1635,1973,Electronic City,1350.0,3.0,58.0,3.0
1636,1976,Electronic City,1700.0,3.0,75.0,3.0
1637,1978,Electronic City,1128.0,2.0,68.0,2.0
1638,1979,Electronic City,700.0,1.0,35.0,1.0
1639,1980,Electronic City,1360.0,3.0,70.5,3.0
1640,1982,Electronic City,1571.0,3.0,105.0,3.0
1641,1986,Electronic City,1600.0,3.0,104.0,3.0
1642,1988,Electronic City,1500.0,3.0,100.0,3.0
1643,1992,Electronic City,1152.0,2.0,65.0,2.0
1644,1993,Electronic City,1070.0,2.0,60.0,2.0
1645,1994,Electronic City,1128.0,2.0,65.5,2.0
1646,1995,Electronic City,1200.0,2.0,59.0,2.0
1647,1996,Electronic City,1152.0,2.0,65.75,2.0
1648,1998,Electronic City,1070.0,2.0,55.0,2.0
1649,1999,Electronic City,1060.0,2.0,58.0,2.0
1650,2000,Electronic City,1025.0,2.0,54.1,2.0
1651,2005,Electronic City,1500.0,3.0,78.0,3.0
1652,2006,Electronic City,1213.0,2.0,59.32,2.0
1653,2007,Electronic City,1575.0,3.0,90.0,3.0
1654,2008,Electronic City,435.0,1.0,19.5,1.0
1655,2009,Electronic City,1449.0,3.0,100.0,3.0
1656,2011,Electronic City,1125.0,2.0,58.0,2.0
1657,2013,Electronic City,1575.0,3.0,101.0,3.0
1658,2015,Electronic City,550.0,1.0,12.0,1.0
1659,2016,Electronic City,919.0,2.0,40.0,2.0
1660,2017,Electronic City,1500.0,3.0,78.25,3.0
1661,2018,Electronic City,1363.0,2.0,79.0,2.0
1662,2021,Electronic City,1108.0,2.0,67.15,2.0
1663,2023,Electronic City,1128.0,2.0,65.7,2.0
1664,2025,Electronic City,1060.0,2.0,51.0,2.0
1665,2027,Electronic City,1650.0,3.0,100.0,3.0
1666,2029,Electronic City,1025.0,2.0,49.0,2.0
1667,2031,Electronic City,1449.0,3.0,90.0,3.0
1668,2033,Electronic City,1070.0,2.0,58.0,2.0
1669,2034,Electronic City,1210.0,2.0,54.0,2.0
1670,2035,Electronic City,1500.0,3.0,75.0,3.0
1671,2037,Electronic City,1070.0,2.0,52.0,2.0
1672,2038,Electronic City,2435.0,4.0,119.0,4.0
1673,2043,Electronic City,1073.0,2.0,60.0,2.0
1674,2044,Electronic City,1500.0,3.0,78.0,3.0
1675,2045,Electronic City,1070.0,2.0,47.0,2.0
1676,2046,Electronic City,1296.0,2.0,65.0,2.0
1677,2047,Electronic City,1140.0,2.0,70.93,2.0
1678,2053,Electronic City,2093.0,4.0,104.0,4.0
1679,2054,Electronic City,1025.0,2.0,53.9,2.0
1680,2055,Electronic City,940.0,2.0,54.0,2.0
1681,2056,Electronic City,435.0,1.0,21.0,1.0
1682,2057,Electronic City,1500.0,3.0,77.5,3.0
1683,2058,Electronic City,1631.0,3.0,80.0,3.0
1684,2059,Electronic City,1355.0,2.0,67.0,2.0
1685,2062,Electronic City,435.0,1.0,22.0,1.0
1686,2064,Electronic City,1039.0,2.0,50.0,2.0
1687,2065,Electronic City,770.0,2.0,39.9,2.0
1688,2067,Electronic City,1128.0,2.0,64.0,2.0
1689,2068,Electronic City,605.0,1.0,13.31,1.0
1690,2070,Electronic City,530.0,1.0,13.5,1.0
1691,2071,Electronic City,1070.0,2.0,53.0,2.0
1692,2074,Electronic City,1571.0,3.0,83.0,3.0
1693,2076,Electronic City,1350.0,3.0,66.0,3.0
1694,2077,Electronic City,1652.0,3.0,110.0,3.0
1695,2081,Electronic City,1128.0,2.0,65.58,2.0
1696,2082,Electronic City,635.0,1.0,28.0,1.0
1697,2083,Electronic City,1128.0,2.0,65.4,2.0
1698,2086,Electronic City,1355.0,2.0,72.9,2.0
1699,2090,Electronic City,770.0,2.0,35.0,2.0
1700,2092,Electronic City,865.0,2.0,40.0,2.0
1701,2095,Electronic City,1108.0,2.0,63.0,2.0
1702,2096,Electronic City,630.0,1.0,40.5,1.0
1703,2099,Electronic City,605.0,1.0,22.0,1.0
1704,2101,Electronic City,1070.0,2.0,48.0,2.0
1705,2103,Electronic City,1360.0,3.0,70.0,3.0
1706,2104,Electronic City,635.0,1.0,28.0,1.0
1707,2105,Electronic City,1128.0,2.0,65.45,2.0
1708,2106,Electronic City,890.0,2.0,40.0,2.0
1709,2111,Electronic City,1360.0,3.0,58.0,3.0
1710,2114,Electronic City,630.0,1.0,33.7,1.0
1711,2118,Electronic City,1400.0,3.0,90.0,3.0
1712,2119,Electronic City,1287.0,3.0,55.0,3.0
1713,2120,Electronic City,1258.0,2.0,85.5,2.0
1714,2121,Electronic City,1386.0,2.0,85.0,2.0
1715,2122,Electronic City,550.0,1.0,27.0,1.0
1716,2123,Electronic City,1025.0,2.0,50.0,2.0
1717,2125,Electronic City,1070.0,2.0,55.0,2.0
1718,2126,Electronic City,1342.0,2.0,72.0,2.0
1719,2127,Electronic City,1275.0,3.0,70.0,3.0
1720,2128,Electronic City,770.0,2.0,38.0,2.0
1721,2133,Electronic City,1644.0,3.0,92.59,3.0
1722,2134,Electronic City,1250.0,2.0,62.0,2.0
1723,2137,Electronic City,418.0,1.0,12.0,1.0
1724,2138,Electronic City,1128.0,2.0,64.8,2.0
1725,2141,Electronic City,1060.0,2.0,55.0,2.0
1726,2142,Electronic City,710.0,1.0,40.42,1.0
1727,2145,Electronic City,1275.0,3.0,63.43,3.0
1728,2146,Electronic City,1518.0,3.0,75.0,3.0
1729,2147,Electronic City,1090.0,1.0,31.48,1.0
1730,2150,Electronic City,1060.0,2.0,55.0,2.0
1731,2152,Electronic City,1353.0,2.0,75.0,2.0
1732,2154,Electronic City,1128.0,2.0,67.0,2.0
1733,2155,Electronic City,1070.0,2.0,57.0,2.0
1734,2156,Electronic City,1700.0,3.0,90.0,3.0
1735,2158,Electronic City,750.0,1.0,35.0,1.0
1736,2159,Electronic City,1210.0,2.0,55.0,2.0
1737,2160,Electronic City,1070.0,2.0,60.0,2.0
1738,2165,Electronic City,1615.0,3.0,97.0,3.0
1739,2167,Electronic City,1221.0,2.0,68.0,2.0
1740,2169,Electronic City,1500.0,3.0,73.0,3.0
1741,2170,Electronic City,995.0,2.0,48.0,2.0
1742,2171,Electronic City,1342.0,2.0,90.0,2.0
1743,2173,Electronic City,1128.0,2.0,63.5,2.0
1744,2174,Electronic City,589.0,1.0,29.0,1.0
1745,2177,Electronic City,1575.0,3.0,94.5,3.0
1746,2178,Electronic City,1070.0,2.0,48.0,2.0
1747,2179,Electronic City,1025.0,2.0,54.0,2.0
1748,2180,Electronic City,1500.0,3.0,70.0,3.0
1749,2181,Electronic City,1500.0,3.0,64.5,3.0
1750,2183,Electronic City,2093.0,4.0,134.0,4.0
1751,2185,Electronic City,1355.0,2.0,73.0,2.0
1752,2186,Electronic City,1360.0,3.0,64.99,3.0
1753,2187,Electronic City,1060.0,2.0,52.0,2.0
1754,2188,Electronic City Phase II,1056.0,2.0,39.07,2.0
1755,2189,Electronic City Phase II,1020.0,2.0,30.6,2.0
1756,2190,Electronic City Phase II,1069.0,2.0,45.0,2.0
1757,2191,Electronic City Phase II,630.0,1.0,28.35,1.0
1758,2193,Electronic City Phase II,1000.0,2.0,25.0,2.0
1759,2194,Electronic City Phase II,1090.0,2.0,28.34,2.0
1760,2195,Electronic City Phase II,2225.0,4.0,98.88,4.0
1761,2197,Electronic City Phase II,775.0,2.0,38.0,2.0
1762,2198,Electronic City Phase II,1266.0,2.0,59.0,2.0
1763,2199,Electronic City Phase II,1000.0,2.0,28.88,2.0
1764,2202,Electronic City Phase II,972.0,2.0,44.0,2.0
1765,2204,Electronic City Phase II,1031.0,2.0,55.0,2.0
1766,2205,Electronic City Phase II,1003.0,2.0,40.6,2.0
1767,2206,Electronic City Phase II,1031.0,2.0,56.35,2.0
1768,2208,Electronic City Phase II,1395.0,3.0,62.78,3.0
1769,2209,Electronic City Phase II,1160.0,2.0,33.5,2.0
1770,2210,Electronic City Phase II,1065.0,2.0,30.75,2.0
1771,2211,Electronic City Phase II,1219.0,2.0,61.25,2.0
1772,2213,Electronic City Phase II,1000.0,2.0,28.88,2.0
1773,2214,Electronic City Phase II,1790.0,3.0,100.0,3.0
1774,2215,Electronic City Phase II,769.0,2.0,40.0,2.0
1775,2217,Electronic City Phase II,900.0,2.0,32.5,2.0
1776,2220,Electronic City Phase II,993.0,3.0,50.0,3.0
1777,2221,Electronic City Phase II,1418.0,3.0,52.47,3.0
1778,2222,Electronic City Phase II,1070.0,2.0,45.0,2.0
1779,2225,Electronic City Phase II,1140.0,2.0,33.06,2.0
1780,2226,Electronic City Phase II,1089.0,2.0,32.67,2.0
1781,2227,Electronic City Phase II,1031.0,2.0,55.0,2.0
1782,2228,Electronic City Phase II,1253.0,2.0,65.8,2.0
1783,2230,Electronic City Phase II,1160.0,2.0,33.5,2.0
1784,2231,Electronic City Phase II,975.0,3.0,45.0,3.0
1785,2232,Electronic City Phase II,6000.0,4.0,260.0,4.0
1786,2233,Electronic City Phase II,1116.0,2.0,37.0,2.0
1787,2234,Electronic City Phase II,1125.0,2.0,29.25,2.0
1788,2235,Electronic City Phase II,1000.0,2.0,28.88,2.0
1789,2236,Electronic City Phase II,1000.0,2.0,28.88,2.0
1790,2237,Electronic City Phase II,1000.0,2.0,28.88,2.0
1791,2238,Electronic City Phase II,1165.0,2.0,30.29,2.0
1792,2239,Electronic City Phase II,3550.0,4.0,167.5,4.0
1793,2240,Electronic City Phase II,1031.0,2.0,53.0,2.0
1794,2242,Electronic City Phase II,1065.0,2.0,30.88,2.0
1795,2244,Electronic City Phase II,1549.0,3.0,80.0,3.0
1796,2245,Electronic City Phase II,1065.0,2.0,56.13,2.0
1797,2247,Electronic City Phase II,920.0,2.0,26.0,2.0
1798,2248,Electronic City Phase II,1140.0,2.0,33.84,2.0
1799,2249,Electronic City Phase II,1219.0,2.0,61.26,2.0
1800,2250,Electronic City Phase II,1252.0,3.0,65.0,3.0
1801,2251,Electronic City Phase II,1125.0,2.0,32.49,2.0
1802,2253,Electronic City Phase II,1286.0,2.0,69.0,2.0
1803,2255,Electronic City Phase II,1140.0,2.0,32.92,2.0
1804,2256,Electronic City Phase II,1116.0,2.0,40.0,2.0
1805,2257,Electronic City Phase II,1150.0,3.0,46.0,3.0
1806,2258,Electronic City Phase II,1192.0,3.0,47.0,3.0
1807,2260,Electronic City Phase II,1020.0,2.0,32.0,2.0
1808,2261,Electronic City Phase II,1900.0,4.0,97.0,4.0
1809,2262,Electronic City Phase II,1020.0,2.0,27.43,2.0
1810,2263,Electronic City Phase II,1025.0,2.0,26.65,2.0
1811,2264,Electronic City Phase II,1020.0,2.0,29.45,2.0
1812,2265,Electronic City Phase II,1000.0,2.0,28.88,2.0
1813,2267,Electronic City Phase II,1140.0,2.0,28.5,2.0
1814,2268,Electronic City Phase II,1125.0,2.0,32.49,2.0
1815,2269,Electronic City Phase II,1200.0,2.0,34.65,2.0
1816,2270,Electronic City Phase II,1160.0,2.0,52.2,2.0
1817,2271,Electronic City Phase II,1244.0,2.0,55.0,2.0
1818,2272,Electronic City Phase II,1160.0,2.0,33.51,2.0
1819,2275,Electronic City Phase II,972.0,2.0,40.0,2.0
1820,2276,Electronic City Phase II,1160.0,2.0,33.51,2.0
1821,2278,Electronic City Phase II,1090.0,2.0,31.48,2.0
1822,2279,Electronic City Phase II,1140.0,2.0,32.92,2.0
1823,2280,Electronic City Phase II,650.0,1.0,35.0,1.0
1824,2281,Electronic City Phase II,1155.0,2.0,57.0,2.0
1825,2282,Electronic City Phase II,1800.0,3.0,92.0,3.0
1826,2283,Electronic City Phase II,1300.0,2.0,28.0,2.0
1827,2284,Electronic City Phase II,1160.0,2.0,33.5,2.0
1828,2285,Electronic City Phase II,1025.0,2.0,29.6,2.0
1829,2286,Electronic City Phase II,829.0,2.0,22.8,2.0
1830,2287,Electronic City Phase II,2187.5,4.0,105.0,4.0
1831,2288,Electronic City Phase II,1252.0,2.0,67.0,2.0
1832,2290,Electronic City Phase II,1125.0,2.0,32.63,2.0
1833,2291,Electronic City Phase II,1140.0,2.0,34.0,2.0
1834,2294,Electronic City Phase II,1252.0,3.0,65.0,3.0
1835,2295,Electronic City Phase II,1135.0,2.0,46.0,2.0
1836,2296,Electronic City Phase II,1305.0,3.0,65.0,3.0
1837,2297,Electronic City Phase II,1165.0,2.0,33.64,2.0
1838,2299,Electronic City Phase II,1336.0,3.0,50.35,3.0
1839,2300,Electronic City Phase II,575.0,1.0,16.75,1.0
1840,2301,Electronic City Phase II,925.0,3.0,49.82,3.0
1841,2302,Electronic City Phase II,1065.0,2.0,30.76,2.0
1842,2303,Electronic City Phase II,1065.0,2.0,30.75,2.0
1843,2304,Electronic City Phase II,1140.0,2.0,33.06,2.0
1844,2305,Electronic City Phase II,911.0,2.0,26.5,2.0
1845,2306,Electronic City Phase II,1200.0,2.0,34.65,2.0
1846,2307,Electronic City Phase II,1031.0,2.0,54.48,2.0
1847,2311,Electronics City Phase 1,1475.0,3.0,78.29,3.0
1848,2312,Electronics City Phase 1,1490.0,3.0,78.8,3.0
1849,2313,Electronics City Phase 1,1113.27,2.0,53.0,2.0
1850,2314,Electronics City Phase 1,1490.0,3.0,84.0,3.0
1851,2321,Electronics City Phase 1,1015.0,2.0,56.0,2.0
1852,2323,Electronics City Phase 1,1515.0,3.0,80.91,3.0
1853,2324,Electronics City Phase 1,995.0,2.0,46.0,2.0
1854,2325,Electronics City Phase 1,1555.0,3.0,82.0,3.0
1855,2326,Electronics City Phase 1,1340.0,2.0,75.0,2.0
1856,2327,Electronics City Phase 1,1124.0,3.0,55.0,3.0
1857,2328,Electronics City Phase 1,1175.0,2.0,57.0,2.0
1858,2329,Electronics City Phase 1,755.0,1.0,42.41,1.0
1859,2330,Electronics City Phase 1,580.0,1.0,27.0,1.0
1860,2331,Electronics City Phase 1,940.0,2.0,49.0,2.0
1861,2332,Electronics City Phase 1,1335.0,2.0,67.0,2.0
1862,2333,Electronics City Phase 1,1113.12,2.0,55.0,2.0
1863,2335,Electronics City Phase 1,1350.0,3.0,71.0,3.0
1864,2337,Electronics City Phase 1,995.0,2.0,49.8,2.0
1865,2338,Electronics City Phase 1,635.0,1.0,26.0,1.0
1866,2339,Electronics City Phase 1,1190.0,2.0,68.0,2.0
1867,2341,Electronics City Phase 1,1450.0,3.0,72.54,3.0
1868,2342,Electronics City Phase 1,360.0,1.0,16.9,1.0
1869,2343,Electronics City Phase 1,638.0,1.0,32.0,1.0
1870,2344,Electronics City Phase 1,1175.0,2.0,64.98,2.0
1871,2345,Electronics City Phase 1,585.0,1.0,21.0,1.0
1872,2346,Electronics City Phase 1,1200.0,2.0,59.76,2.0
1873,2347,Electronics City Phase 1,1145.0,2.0,54.0,2.0
1874,2348,Electronics City Phase 1,1125.0,2.0,65.0,2.0
1875,2350,Electronics City Phase 1,1550.0,3.0,82.0,3.0
1876,2352,Electronics City Phase 1,865.0,2.0,40.0,2.0
1877,2356,Electronics City Phase 1,1800.0,3.0,93.0,3.0
1878,2357,Electronics City Phase 1,1314.0,2.0,60.0,2.0
1879,2358,Electronics City Phase 1,1170.0,2.0,62.0,2.0
1880,2359,Electronics City Phase 1,1450.0,3.0,79.0,3.0
1881,2360,Electronics City Phase 1,940.0,2.0,48.0,2.0
1882,2361,Electronics City Phase 1,940.0,2.0,44.0,2.0
1883,2362,Electronics City Phase 1,1300.0,2.0,67.0,2.0
1884,2363,Electronics City Phase 1,1028.0,2.0,51.0,2.0
1885,2365,Electronics City Phase 1,1205.0,2.0,60.0,2.0
1886,2367,Electronics City Phase 1,1305.0,2.0,67.0,2.0
1887,2368,Electronics City Phase 1,755.0,1.0,30.12,1.0
1888,2369,Electronics City Phase 1,1175.0,2.0,60.0,2.0
1889,2370,Frazer Town,1700.0,3.0,180.0,3.0
1890,2371,Frazer Town,1305.0,3.0,95.45,3.0
1891,2372,Frazer Town,1870.0,3.0,185.0,3.0
1892,2373,Frazer Town,1750.0,3.0,150.0,3.0
1893,2375,Frazer Town,2000.0,3.0,200.0,3.0
1894,2376,Frazer Town,3500.0,3.0,330.0,3.0
1895,2377,Frazer Town,2350.0,3.0,285.0,3.0
1896,2378,Frazer Town,1550.0,2.0,140.0,2.0
1897,2379,Frazer Town,1900.0,3.0,145.0,3.0
1898,2380,Frazer Town,2560.0,3.0,265.0,3.0
1899,2381,Frazer Town,2400.0,3.0,260.0,3.0
1900,2382,Frazer Town,2560.0,3.0,288.0,3.0
1901,2383,Frazer Town,3436.0,4.0,341.0,4.0
1902,2385,Frazer Town,1315.0,2.0,140.0,2.0
1903,2386,Frazer Town,1706.0,3.0,154.0,3.0
1904,2387,Frazer Town,2079.0,3.0,220.0,3.0
1905,2388,Frazer Town,3435.0,4.0,341.0,4.0
1906,2389,Frazer Town,3436.0,4.0,345.0,4.0
1907,2390,Frazer Town,3100.0,3.0,400.0,3.0
1908,2391,Frazer Town,5400.0,3.0,400.0,3.0
1909,2392,Frazer Town,1180.0,2.0,105.0,2.0
1910,2393,Frazer Town,2900.0,4.0,325.0,4.0
1911,2394,Frazer Town,1870.0,3.0,180.0,3.0
1912,2395,Frazer Town,896.0,1.0,100.0,1.0
1913,2396,Frazer Town,1420.0,2.0,120.0,2.0
1914,2397,GM Palaya,1820.0,3.0,86.0,3.0
1915,2398,GM Palaya,1225.0,2.0,47.0,2.0
1916,2399,GM Palaya,1140.0,2.0,48.95,2.0
1917,2400,GM Palaya,1315.0,3.0,65.0,3.0
1918,2401,GM Palaya,1315.0,3.0,65.0,3.0
1919,2402,GM Palaya,1315.0,3.0,64.0,3.0
1920,2403,GM Palaya,1735.0,3.0,70.0,3.0
1921,2404,GM Palaya,1643.0,3.0,70.0,3.0
1922,2405,Garudachar Palya,1325.0,3.0,60.8,3.0
1923,2406,Garudachar Palya,1060.0,2.0,48.7,2.0
1924,2407,Garudachar Palya,1150.0,2.0,52.75,2.0
1925,2408,Garudachar Palya,1295.0,3.0,59.5,3.0
1926,2409,Garudachar Palya,1320.0,3.0,60.6,3.0
1927,2410,Garudachar Palya,1295.0,3.0,59.5,3.0
1928,2411,Garudachar Palya,1150.0,2.0,52.8,2.0
1929,2412,Garudachar Palya,1150.0,2.0,52.8,2.0
1930,2413,Garudachar Palya,1060.0,2.0,48.5,2.0
1931,2414,Garudachar Palya,1150.0,2.0,52.5,2.0
1932,2415,Garudachar Palya,1325.0,3.0,60.8,3.0
1933,2416,Garudachar Palya,1060.0,2.0,48.66,2.0
1934,2417,Garudachar Palya,1150.0,2.0,52.0,2.0
1935,2418,Garudachar Palya,1154.0,2.0,51.8,2.0
1936,2420,Giri Nagar,2400.0,4.0,400.0,4.0
1937,2421,Giri Nagar,1800.0,3.0,252.0,3.0
1938,2422,Giri Nagar,1350.0,3.0,240.0,3.0
1939,2423,Giri Nagar,2400.0,4.0,400.0,4.0
1940,2424,Giri Nagar,3000.0,6.0,375.0,6.0
1941,2425,Giri Nagar,2400.0,6.0,400.0,6.0
1942,2426,Giri Nagar,4000.0,4.0,750.0,4.0
1943,2427,Gollarapalya Hosahalli,861.0,2.0,34.5,2.0
1944,2428,Gollarapalya Hosahalli,1408.0,3.0,62.0,3.0
1945,2429,Gollarapalya Hosahalli,861.0,2.0,34.5,2.0
1946,2430,Gollarapalya Hosahalli,1318.0,3.0,54.0,3.0
1947,2431,Gollarapalya Hosahalli,861.0,2.0,36.5,2.0
1948,2432,Gollarapalya Hosahalli,1320.0,3.0,60.0,3.0
1949,2433,Gollarapalya Hosahalli,1345.0,3.0,60.0,3.0
1950,2434,Gollarapalya Hosahalli,1905.0,4.0,86.0,4.0
1951,2435,Gollarapalya Hosahalli,1318.0,3.0,56.0,3.0
1952,2436,Gollarapalya Hosahalli,1129.0,2.0,50.0,2.0
1953,2437,Gottigere,1100.0,2.0,40.0,2.0
1954,2438,Gottigere,967.0,2.0,45.0,2.0
1955,2439,Gottigere,1618.0,3.0,82.5,3.0
1956,2440,Gottigere,1222.0,2.0,63.0,2.0
1957,2442,Gottigere,1300.0,3.0,65.0,3.0
1958,2443,Gottigere,950.0,2.0,38.0,2.0
1959,2444,Gottigere,1153.0,2.0,48.5,2.0
1960,2445,Gottigere,812.0,1.0,26.0,1.0
1961,2447,Gottigere,1460.0,3.0,65.0,3.0
1962,2448,Gottigere,1500.0,3.0,70.0,3.0
1963,2449,Gottigere,1621.0,3.0,72.0,3.0
1964,2450,Gottigere,812.0,1.0,26.0,1.0
1965,2451,Gottigere,990.0,2.0,40.0,2.0
1966,2452,Gottigere,1235.0,2.0,63.0,2.0
1967,2453,Gottigere,1385.0,3.0,64.0,3.0
1968,2454,Gottigere,1000.0,2.0,35.0,2.0
1969,2455,Gottigere,1010.0,2.0,35.0,2.0
1970,2458,Gottigere,1435.0,3.0,62.0,3.0
1971,2459,Gottigere,945.0,2.0,45.0,2.0
1972,2461,Gottigere,2500.0,4.0,120.0,4.0
1973,2462,Gottigere,1230.0,3.0,52.0,3.0
1974,2463,Gottigere,1120.0,2.0,50.0,2.0
1975,2464,Gottigere,1500.0,3.0,63.0,3.0
1976,2465,Gottigere,1200.0,2.0,40.0,2.0
1977,2466,Gottigere,1280.0,2.0,61.0,2.0
1978,2467,Gottigere,1205.0,2.0,56.58,2.0
1979,2468,Gottigere,1170.0,2.0,40.0,2.0
1980,2469,Gottigere,3000.0,4.0,132.0,4.0
1981,2470,Gottigere,1613.0,3.0,72.0,3.0
1982,2471,Gottigere,1110.0,2.0,36.25,2.0
1983,2472,Gottigere,1245.0,2.0,59.0,2.0
1984,2473,Gottigere,1200.0,2.0,50.0,2.0
1985,2474,Green Glen Layout,1670.0,3.0,120.0,3.0
1986,2475,Green Glen Layout,3250.0,4.0,230.0,4.0
1987,2476,Green Glen Layout,1776.42,3.0,105.0,3.0
1988,2477,Green Glen Layout,3250.0,4.0,230.0,4.0
1989,2478,Green Glen Layout,940.0,2.0,56.8,2.0
1990,2479,Green Glen Layout,1075.0,2.0,60.0,2.0
1991,2480,Green Glen Layout,1715.0,3.0,115.0,3.0
1992,2481,Green Glen Layout,1751.0,3.0,115.0,3.0
1993,2482,Green Glen Layout,1750.0,3.0,130.0,3.0
1994,2483,Green Glen Layout,1530.0,3.0,105.0,3.0
1995,2484,Green Glen Layout,1752.0,3.0,105.0,3.0
1996,2485,Green Glen Layout,1680.0,3.0,95.0,3.0
1997,2486,Green Glen Layout,1728.0,3.0,125.0,3.0
1998,2487,Green Glen Layout,1645.0,3.0,110.0,3.0
1999,2488,Green Glen Layout,1517.0,3.0,100.0,3.0
2000,2489,Green Glen Layout,3150.0,4.0,218.0,4.0
2001,2491,Green Glen Layout,1750.0,3.0,120.0,3.0
2002,2492,Green Glen Layout,1751.0,3.0,115.0,3.0
2003,2493,Green Glen Layout,1750.0,3.0,105.0,3.0
2004,2494,Green Glen Layout,1885.0,3.0,135.0,3.0
